Gene	Tissue	Group
ENSCAFG00000036724	All	Not-Expressed
ENSCAFG00000036726	All	Not-Expressed
ENSCAFG00000036729	All	Not-Expressed
ENSCAFG00000036730	All	Not-Expressed
ENSCAFG00000036735	All	Not-Expressed
ENSCAFG00000036746	All	Not-Expressed
ENSCAFG00000036751	All	Not-Expressed
ENSCAFG00000036760	All	Not-Expressed
ENSCAFG00000036763	All	Not-Expressed
ENSCAFG00000036766	All	Not-Expressed
ENSCAFG00000036768	All	Not-Expressed
ENSCAFG00000036777	All	Not-Expressed
ENSCAFG00000036778	All	Not-Expressed
ENSCAFG00000036782	All	Not-Expressed
ENSCAFG00000036784	All	Not-Expressed
ENSCAFG00000036796	All	Not-Expressed
ENSCAFG00000036797	All	Not-Expressed
ENSCAFG00000036805	All	Not-Expressed
ENSCAFG00000036814	All	Not-Expressed
ENSCAFG00000036826	All	Not-Expressed
ENSCAFG00000036837	All	Not-Expressed
ENSCAFG00000036840	All	Not-Expressed
ENSCAFG00000036852	All	Not-Expressed
ENSCAFG00000036854	All	Not-Expressed
ENSCAFG00000036861	All	Not-Expressed
ENSCAFG00000036870	All	Not-Expressed
ENSCAFG00000036888	All	Not-Expressed
ENSCAFG00000036893	All	Not-Expressed
ENSCAFG00000036906	All	Not-Expressed
ENSCAFG00000036912	All	Not-Expressed
ENSCAFG00000036914	All	Not-Expressed
ENSCAFG00000036919	All	Not-Expressed
ENSCAFG00000036922	All	Not-Expressed
ENSCAFG00000036932	All	Not-Expressed
ENSCAFG00000036943	All	Not-Expressed
ENSCAFG00000036945	All	Not-Expressed
ENSCAFG00000036947	All	Not-Expressed
ENSCAFG00000036953	All	Not-Expressed
ENSCAFG00000036954	All	Not-Expressed
ENSCAFG00000036961	All	Not-Expressed
ENSCAFG00000036966	All	Not-Expressed
ENSCAFG00000036984	All	Not-Expressed
ENSCAFG00000036986	All	Not-Expressed
ENSCAFG00000036987	All	Not-Expressed
ENSCAFG00000036992	All	Not-Expressed
ENSCAFG00000036993	All	Not-Expressed
ENSCAFG00000036997	All	Not-Expressed
ENSCAFG00000037000	All	Not-Expressed
ENSCAFG00000037005	All	Not-Expressed
ENSCAFG00000037006	All	Not-Expressed
ENSCAFG00000037013	All	Not-Expressed
ENSCAFG00000037034	All	Not-Expressed
ENSCAFG00000037037	All	Not-Expressed
ENSCAFG00000037039	All	Not-Expressed
ENSCAFG00000037040	All	Not-Expressed
ENSCAFG00000037044	All	Not-Expressed
ENSCAFG00000037046	All	Not-Expressed
ENSCAFG00000037048	All	Not-Expressed
ENSCAFG00000037054	All	Not-Expressed
ENSCAFG00000037058	All	Not-Expressed
ENSCAFG00000037061	All	Not-Expressed
ENSCAFG00000037067	All	Not-Expressed
ENSCAFG00000037068	All	Not-Expressed
ENSCAFG00000037073	All	Not-Expressed
ENSCAFG00000037079	All	Not-Expressed
ENSCAFG00000037081	All	Not-Expressed
ENSCAFG00000037111	All	Not-Expressed
ENSCAFG00000037112	All	Not-Expressed
ENSCAFG00000037114	All	Not-Expressed
ENSCAFG00000037118	All	Not-Expressed
ENSCAFG00000037122	All	Not-Expressed
ENSCAFG00000037128	All	Not-Expressed
ENSCAFG00000037140	All	Not-Expressed
ENSCAFG00000037155	All	Not-Expressed
ENSCAFG00000037156	All	Not-Expressed
ENSCAFG00000037158	All	Not-Expressed
ENSCAFG00000037160	All	Not-Expressed
ENSCAFG00000037162	All	Not-Expressed
ENSCAFG00000037167	All	Not-Expressed
ENSCAFG00000037176	All	Not-Expressed
ENSCAFG00000037182	All	Not-Expressed
ENSCAFG00000037184	All	Not-Expressed
ENSCAFG00000037188	All	Not-Expressed
ENSCAFG00000037189	All	Not-Expressed
ENSCAFG00000037204	All	Not-Expressed
ENSCAFG00000037205	All	Not-Expressed
ENSCAFG00000037206	All	Not-Expressed
ENSCAFG00000037207	All	Not-Expressed
ENSCAFG00000037208	All	Not-Expressed
ENSCAFG00000037209	All	Not-Expressed
ENSCAFG00000037220	All	Not-Expressed
ENSCAFG00000037226	All	Not-Expressed
ENSCAFG00000037228	All	Not-Expressed
ENSCAFG00000037234	All	Not-Expressed
ENSCAFG00000037238	All	Not-Expressed
ENSCAFG00000037239	All	Not-Expressed
ENSCAFG00000037241	All	Not-Expressed
ENSCAFG00000037245	All	Not-Expressed
ENSCAFG00000037247	All	Not-Expressed
ENSCAFG00000037250	All	Not-Expressed
ENSCAFG00000037256	All	Not-Expressed
ENSCAFG00000037258	All	Not-Expressed
ENSCAFG00000037268	All	Not-Expressed
ENSCAFG00000037270	All	Not-Expressed
ENSCAFG00000037276	All	Not-Expressed
ENSCAFG00000037283	All	Not-Expressed
ENSCAFG00000037284	All	Not-Expressed
ENSCAFG00000037287	All	Not-Expressed
ENSCAFG00000037291	All	Not-Expressed
ENSCAFG00000037303	All	Not-Expressed
ENSCAFG00000037306	All	Not-Expressed
ENSCAFG00000037317	All	Not-Expressed
ENSCAFG00000037318	All	Not-Expressed
ENSCAFG00000037325	All	Not-Expressed
ENSCAFG00000037326	All	Not-Expressed
ENSCAFG00000037329	All	Not-Expressed
ENSCAFG00000037344	All	Not-Expressed
ENSCAFG00000037353	All	Not-Expressed
ENSCAFG00000037364	All	Not-Expressed
ENSCAFG00000037377	All	Not-Expressed
ENSCAFG00000037391	All	Not-Expressed
ENSCAFG00000037394	All	Not-Expressed
ENSCAFG00000037399	All	Not-Expressed
ENSCAFG00000037410	All	Not-Expressed
ENSCAFG00000037413	All	Not-Expressed
ENSCAFG00000037415	All	Not-Expressed
ENSCAFG00000037426	All	Not-Expressed
ENSCAFG00000037443	All	Not-Expressed
ENSCAFG00000037451	All	Not-Expressed
ENSCAFG00000037456	All	Not-Expressed
ENSCAFG00000037458	All	Not-Expressed
ENSCAFG00000037461	All	Not-Expressed
ENSCAFG00000037465	All	Not-Expressed
ENSCAFG00000037470	All	Not-Expressed
ENSCAFG00000037480	All	Not-Expressed
ENSCAFG00000037485	All	Not-Expressed
ENSCAFG00000037497	All	Not-Expressed
ENSCAFG00000037501	All	Not-Expressed
ENSCAFG00000037517	All	Not-Expressed
ENSCAFG00000037518	All	Not-Expressed
ENSCAFG00000037519	All	Not-Expressed
ENSCAFG00000037528	All	Not-Expressed
ENSCAFG00000037529	All	Not-Expressed
ENSCAFG00000037534	All	Not-Expressed
ENSCAFG00000037540	All	Not-Expressed
ENSCAFG00000037541	All	Not-Expressed
ENSCAFG00000037544	All	Not-Expressed
ENSCAFG00000037551	All	Not-Expressed
ENSCAFG00000037560	All	Not-Expressed
ENSCAFG00000037575	All	Not-Expressed
ENSCAFG00000037581	All	Not-Expressed
ENSCAFG00000037582	All	Not-Expressed
ENSCAFG00000037583	All	Not-Expressed
ENSCAFG00000037587	All	Not-Expressed
ENSCAFG00000037593	All	Not-Expressed
ENSCAFG00000037596	All	Not-Expressed
ENSCAFG00000037603	All	Not-Expressed
ENSCAFG00000037613	All	Not-Expressed
ENSCAFG00000037622	All	Not-Expressed
ENSCAFG00000037624	All	Not-Expressed
ENSCAFG00000037626	All	Not-Expressed
ENSCAFG00000037640	All	Not-Expressed
ENSCAFG00000037642	All	Not-Expressed
ENSCAFG00000037650	All	Not-Expressed
ENSCAFG00000037654	All	Not-Expressed
ENSCAFG00000037664	All	Not-Expressed
ENSCAFG00000037675	All	Not-Expressed
ENSCAFG00000037676	All	Not-Expressed
ENSCAFG00000037678	All	Not-Expressed
ENSCAFG00000037692	All	Not-Expressed
ENSCAFG00000037696	All	Not-Expressed
ENSCAFG00000037699	All	Not-Expressed
ENSCAFG00000037703	All	Not-Expressed
ENSCAFG00000037704	All	Not-Expressed
ENSCAFG00000037705	All	Not-Expressed
ENSCAFG00000037709	All	Not-Expressed
ENSCAFG00000037714	All	Not-Expressed
ENSCAFG00000037726	All	Not-Expressed
ENSCAFG00000037727	All	Not-Expressed
ENSCAFG00000037728	All	Not-Expressed
ENSCAFG00000037736	All	Not-Expressed
ENSCAFG00000037737	All	Not-Expressed
ENSCAFG00000037741	All	Not-Expressed
ENSCAFG00000037748	All	Not-Expressed
ENSCAFG00000037752	All	Not-Expressed
ENSCAFG00000037758	All	Not-Expressed
ENSCAFG00000037762	All	Not-Expressed
ENSCAFG00000037766	All	Not-Expressed
ENSCAFG00000037768	All	Not-Expressed
ENSCAFG00000037777	All	Not-Expressed
ENSCAFG00000037778	All	Not-Expressed
ENSCAFG00000037784	All	Not-Expressed
ENSCAFG00000037794	All	Not-Expressed
ENSCAFG00000037803	All	Not-Expressed
ENSCAFG00000037804	All	Not-Expressed
ENSCAFG00000037809	All	Not-Expressed
ENSCAFG00000037811	All	Not-Expressed
ENSCAFG00000037818	All	Not-Expressed
ENSCAFG00000037819	All	Not-Expressed
ENSCAFG00000037826	All	Not-Expressed
ENSCAFG00000037845	All	Not-Expressed
ENSCAFG00000037856	All	Not-Expressed
ENSCAFG00000037859	All	Not-Expressed
ENSCAFG00000037862	All	Not-Expressed
ENSCAFG00000037865	All	Not-Expressed
ENSCAFG00000037870	All	Not-Expressed
ENSCAFG00000037884	All	Not-Expressed
ENSCAFG00000037890	All	Not-Expressed
ENSCAFG00000037902	All	Not-Expressed
ENSCAFG00000037907	All	Not-Expressed
ENSCAFG00000037913	All	Not-Expressed
ENSCAFG00000037916	All	Not-Expressed
ENSCAFG00000037921	All	Not-Expressed
ENSCAFG00000037933	All	Not-Expressed
ENSCAFG00000037946	All	Not-Expressed
ENSCAFG00000037958	All	Not-Expressed
ENSCAFG00000037972	All	Not-Expressed
ENSCAFG00000037985	All	Not-Expressed
ENSCAFG00000037987	All	Not-Expressed
ENSCAFG00000037992	All	Not-Expressed
ENSCAFG00000037998	All	Not-Expressed
ENSCAFG00000037999	All	Not-Expressed
ENSCAFG00000038004	All	Not-Expressed
ENSCAFG00000038009	All	Not-Expressed
ENSCAFG00000038013	All	Not-Expressed
ENSCAFG00000038018	All	Not-Expressed
ENSCAFG00000038022	All	Not-Expressed
ENSCAFG00000038028	All	Not-Expressed
ENSCAFG00000038033	All	Not-Expressed
ENSCAFG00000038045	All	Not-Expressed
ENSCAFG00000038049	All	Not-Expressed
ENSCAFG00000038064	All	Not-Expressed
ENSCAFG00000038066	All	Not-Expressed
ENSCAFG00000038070	All	Not-Expressed
ENSCAFG00000038073	All	Not-Expressed
ENSCAFG00000038087	All	Not-Expressed
ENSCAFG00000038089	All	Not-Expressed
ENSCAFG00000038094	All	Not-Expressed
ENSCAFG00000038098	All	Not-Expressed
ENSCAFG00000038108	All	Not-Expressed
ENSCAFG00000038112	All	Not-Expressed
ENSCAFG00000038120	All	Not-Expressed
ENSCAFG00000038121	All	Not-Expressed
ENSCAFG00000038130	All	Not-Expressed
ENSCAFG00000038148	All	Not-Expressed
ENSCAFG00000038152	All	Not-Expressed
ENSCAFG00000038153	All	Not-Expressed
ENSCAFG00000038160	All	Not-Expressed
ENSCAFG00000038163	All	Not-Expressed
ENSCAFG00000038165	All	Not-Expressed
ENSCAFG00000038185	All	Not-Expressed
ENSCAFG00000038187	All	Not-Expressed
ENSCAFG00000038194	All	Not-Expressed
ENSCAFG00000038196	All	Not-Expressed
ENSCAFG00000038198	All	Not-Expressed
ENSCAFG00000038204	All	Not-Expressed
ENSCAFG00000038209	All	Not-Expressed
ENSCAFG00000038227	All	Not-Expressed
ENSCAFG00000038228	All	Not-Expressed
ENSCAFG00000038239	All	Not-Expressed
ENSCAFG00000038263	All	Not-Expressed
ENSCAFG00000038271	All	Not-Expressed
ENSCAFG00000038273	All	Not-Expressed
ENSCAFG00000038277	All	Not-Expressed
ENSCAFG00000038278	All	Not-Expressed
ENSCAFG00000038279	All	Not-Expressed
ENSCAFG00000038281	All	Not-Expressed
ENSCAFG00000038294	All	Not-Expressed
ENSCAFG00000038295	All	Not-Expressed
ENSCAFG00000038305	All	Not-Expressed
ENSCAFG00000038309	All	Not-Expressed
ENSCAFG00000038319	All	Not-Expressed
ENSCAFG00000038329	All	Not-Expressed
ENSCAFG00000038330	All	Not-Expressed
ENSCAFG00000038338	All	Not-Expressed
ENSCAFG00000038339	All	Not-Expressed
ENSCAFG00000038341	All	Not-Expressed
ENSCAFG00000038353	All	Not-Expressed
ENSCAFG00000038354	All	Not-Expressed
ENSCAFG00000038363	All	Not-Expressed
ENSCAFG00000038367	All	Not-Expressed
ENSCAFG00000038372	All	Not-Expressed
ENSCAFG00000038375	All	Not-Expressed
ENSCAFG00000038376	All	Not-Expressed
ENSCAFG00000038378	All	Not-Expressed
ENSCAFG00000038382	All	Not-Expressed
ENSCAFG00000038392	All	Not-Expressed
ENSCAFG00000038398	All	Not-Expressed
ENSCAFG00000038405	All	Not-Expressed
ENSCAFG00000038425	All	Not-Expressed
ENSCAFG00000038427	All	Not-Expressed
ENSCAFG00000038428	All	Not-Expressed
ENSCAFG00000038435	All	Not-Expressed
ENSCAFG00000038442	All	Not-Expressed
ENSCAFG00000038443	All	Not-Expressed
ENSCAFG00000038450	All	Not-Expressed
ENSCAFG00000038455	All	Not-Expressed
ENSCAFG00000038460	All	Not-Expressed
ENSCAFG00000038465	All	Not-Expressed
ENSCAFG00000038467	All	Not-Expressed
ENSCAFG00000038469	All	Not-Expressed
ENSCAFG00000038476	All	Not-Expressed
ENSCAFG00000038477	All	Not-Expressed
ENSCAFG00000038478	All	Not-Expressed
ENSCAFG00000038482	All	Not-Expressed
ENSCAFG00000038486	All	Not-Expressed
ENSCAFG00000038491	All	Not-Expressed
ENSCAFG00000038492	All	Not-Expressed
ENSCAFG00000038494	All	Not-Expressed
ENSCAFG00000038495	All	Not-Expressed
ENSCAFG00000038501	All	Not-Expressed
ENSCAFG00000038510	All	Not-Expressed
ENSCAFG00000038511	All	Not-Expressed
ENSCAFG00000038515	All	Not-Expressed
ENSCAFG00000038521	All	Not-Expressed
ENSCAFG00000038523	All	Not-Expressed
ENSCAFG00000038541	All	Not-Expressed
ENSCAFG00000038542	All	Not-Expressed
ENSCAFG00000038544	All	Not-Expressed
ENSCAFG00000038548	All	Not-Expressed
ENSCAFG00000038553	All	Not-Expressed
ENSCAFG00000038568	All	Not-Expressed
ENSCAFG00000038569	All	Not-Expressed
ENSCAFG00000038574	All	Not-Expressed
ENSCAFG00000038596	All	Not-Expressed
ENSCAFG00000038606	All	Not-Expressed
ENSCAFG00000038608	All	Not-Expressed
ENSCAFG00000038615	All	Not-Expressed
ENSCAFG00000038617	All	Not-Expressed
ENSCAFG00000038625	All	Not-Expressed
ENSCAFG00000038629	All	Not-Expressed
ENSCAFG00000038636	All	Not-Expressed
ENSCAFG00000038648	All	Not-Expressed
ENSCAFG00000038652	All	Not-Expressed
ENSCAFG00000038655	All	Not-Expressed
ENSCAFG00000038673	All	Not-Expressed
ENSCAFG00000038675	All	Not-Expressed
ENSCAFG00000038685	All	Not-Expressed
ENSCAFG00000038690	All	Not-Expressed
ENSCAFG00000038700	All	Not-Expressed
ENSCAFG00000038708	All	Not-Expressed
ENSCAFG00000038717	All	Not-Expressed
ENSCAFG00000038721	All	Not-Expressed
ENSCAFG00000038733	All	Not-Expressed
ENSCAFG00000038744	All	Not-Expressed
ENSCAFG00000038765	All	Not-Expressed
ENSCAFG00000038771	All	Not-Expressed
ENSCAFG00000038775	All	Not-Expressed
ENSCAFG00000038792	All	Not-Expressed
ENSCAFG00000038812	All	Not-Expressed
ENSCAFG00000038813	All	Not-Expressed
ENSCAFG00000038816	All	Not-Expressed
ENSCAFG00000038824	All	Not-Expressed
ENSCAFG00000038827	All	Not-Expressed
ENSCAFG00000038850	All	Not-Expressed
ENSCAFG00000038853	All	Not-Expressed
ENSCAFG00000038858	All	Not-Expressed
ENSCAFG00000038859	All	Not-Expressed
ENSCAFG00000038863	All	Not-Expressed
ENSCAFG00000038865	All	Not-Expressed
ENSCAFG00000038866	All	Not-Expressed
ENSCAFG00000038878	All	Not-Expressed
ENSCAFG00000038893	All	Not-Expressed
ENSCAFG00000038899	All	Not-Expressed
ENSCAFG00000038903	All	Not-Expressed
ENSCAFG00000038908	All	Not-Expressed
ENSCAFG00000038910	All	Not-Expressed
ENSCAFG00000038918	All	Not-Expressed
ENSCAFG00000038924	All	Not-Expressed
ENSCAFG00000038926	All	Not-Expressed
ENSCAFG00000038931	All	Not-Expressed
ENSCAFG00000038939	All	Not-Expressed
ENSCAFG00000038940	All	Not-Expressed
ENSCAFG00000038943	All	Not-Expressed
ENSCAFG00000038948	All	Not-Expressed
ENSCAFG00000038959	All	Not-Expressed
ENSCAFG00000038961	All	Not-Expressed
ENSCAFG00000038962	All	Not-Expressed
ENSCAFG00000038966	All	Not-Expressed
ENSCAFG00000038995	All	Not-Expressed
ENSCAFG00000038997	All	Not-Expressed
ENSCAFG00000038998	All	Not-Expressed
ENSCAFG00000039001	All	Not-Expressed
ENSCAFG00000039004	All	Not-Expressed
ENSCAFG00000039032	All	Not-Expressed
ENSCAFG00000039035	All	Not-Expressed
ENSCAFG00000039046	All	Not-Expressed
ENSCAFG00000039052	All	Not-Expressed
ENSCAFG00000039058	All	Not-Expressed
ENSCAFG00000039068	All	Not-Expressed
ENSCAFG00000039069	All	Not-Expressed
ENSCAFG00000039078	All	Not-Expressed
ENSCAFG00000039100	All	Not-Expressed
ENSCAFG00000039104	All	Not-Expressed
ENSCAFG00000039109	All	Not-Expressed
ENSCAFG00000039121	All	Not-Expressed
ENSCAFG00000039123	All	Not-Expressed
ENSCAFG00000039128	All	Not-Expressed
ENSCAFG00000039129	All	Not-Expressed
ENSCAFG00000039132	All	Not-Expressed
ENSCAFG00000039133	All	Not-Expressed
ENSCAFG00000039137	All	Not-Expressed
ENSCAFG00000039141	All	Not-Expressed
ENSCAFG00000039142	All	Not-Expressed
ENSCAFG00000039143	All	Not-Expressed
ENSCAFG00000039160	All	Not-Expressed
ENSCAFG00000039166	All	Not-Expressed
ENSCAFG00000039167	All	Not-Expressed
ENSCAFG00000039177	All	Not-Expressed
ENSCAFG00000039178	All	Not-Expressed
ENSCAFG00000039183	All	Not-Expressed
ENSCAFG00000039189	All	Not-Expressed
ENSCAFG00000039201	All	Not-Expressed
ENSCAFG00000039202	All	Not-Expressed
ENSCAFG00000039208	All	Not-Expressed
ENSCAFG00000039209	All	Not-Expressed
ENSCAFG00000039210	All	Not-Expressed
ENSCAFG00000039218	All	Not-Expressed
ENSCAFG00000039226	All	Not-Expressed
ENSCAFG00000039232	All	Not-Expressed
ENSCAFG00000039235	All	Not-Expressed
ENSCAFG00000039238	All	Not-Expressed
ENSCAFG00000039244	All	Not-Expressed
ENSCAFG00000039249	All	Not-Expressed
ENSCAFG00000039256	All	Not-Expressed
ENSCAFG00000039258	All	Not-Expressed
ENSCAFG00000039266	All	Not-Expressed
ENSCAFG00000039269	All	Not-Expressed
ENSCAFG00000039286	All	Not-Expressed
ENSCAFG00000039289	All	Not-Expressed
ENSCAFG00000039297	All	Not-Expressed
ENSCAFG00000039305	All	Not-Expressed
ENSCAFG00000039309	All	Not-Expressed
ENSCAFG00000039313	All	Not-Expressed
ENSCAFG00000039319	All	Not-Expressed
ENSCAFG00000039326	All	Not-Expressed
ENSCAFG00000039328	All	Not-Expressed
ENSCAFG00000039333	All	Not-Expressed
ENSCAFG00000039342	All	Not-Expressed
ENSCAFG00000039344	All	Not-Expressed
ENSCAFG00000039349	All	Not-Expressed
ENSCAFG00000039352	All	Not-Expressed
ENSCAFG00000039359	All	Not-Expressed
ENSCAFG00000039361	All	Not-Expressed
ENSCAFG00000039363	All	Not-Expressed
ENSCAFG00000039367	All	Not-Expressed
ENSCAFG00000039373	All	Not-Expressed
ENSCAFG00000039397	All	Not-Expressed
ENSCAFG00000039406	All	Not-Expressed
ENSCAFG00000039409	All	Not-Expressed
ENSCAFG00000039414	All	Not-Expressed
ENSCAFG00000039416	All	Not-Expressed
ENSCAFG00000039425	All	Not-Expressed
ENSCAFG00000039434	All	Not-Expressed
ENSCAFG00000039445	All	Not-Expressed
ENSCAFG00000039456	All	Not-Expressed
ENSCAFG00000039463	All	Not-Expressed
ENSCAFG00000039464	All	Not-Expressed
ENSCAFG00000039476	All	Not-Expressed
ENSCAFG00000039487	All	Not-Expressed
ENSCAFG00000039498	All	Not-Expressed
ENSCAFG00000039509	All	Not-Expressed
ENSCAFG00000039510	All	Not-Expressed
ENSCAFG00000039525	All	Not-Expressed
ENSCAFG00000039544	All	Not-Expressed
ENSCAFG00000039546	All	Not-Expressed
ENSCAFG00000039559	All	Not-Expressed
ENSCAFG00000039564	All	Not-Expressed
ENSCAFG00000039566	All	Not-Expressed
ENSCAFG00000039574	All	Not-Expressed
ENSCAFG00000039576	All	Not-Expressed
ENSCAFG00000039578	All	Not-Expressed
ENSCAFG00000039583	All	Not-Expressed
ENSCAFG00000039585	All	Not-Expressed
ENSCAFG00000039592	All	Not-Expressed
ENSCAFG00000039597	All	Not-Expressed
ENSCAFG00000039606	All	Not-Expressed
ENSCAFG00000039616	All	Not-Expressed
ENSCAFG00000039617	All	Not-Expressed
ENSCAFG00000039620	All	Not-Expressed
ENSCAFG00000039621	All	Not-Expressed
ENSCAFG00000039623	All	Not-Expressed
ENSCAFG00000039629	All	Not-Expressed
ENSCAFG00000039644	All	Not-Expressed
ENSCAFG00000039660	All	Not-Expressed
ENSCAFG00000039661	All	Not-Expressed
ENSCAFG00000039662	All	Not-Expressed
ENSCAFG00000039664	All	Not-Expressed
ENSCAFG00000039682	All	Not-Expressed
ENSCAFG00000039697	All	Not-Expressed
ENSCAFG00000039714	All	Not-Expressed
ENSCAFG00000039724	All	Not-Expressed
ENSCAFG00000039731	All	Not-Expressed
ENSCAFG00000039742	All	Not-Expressed
ENSCAFG00000039744	All	Not-Expressed
ENSCAFG00000039759	All	Not-Expressed
ENSCAFG00000039774	All	Not-Expressed
ENSCAFG00000039776	All	Not-Expressed
ENSCAFG00000039780	All	Not-Expressed
ENSCAFG00000039783	All	Not-Expressed
ENSCAFG00000039792	All	Not-Expressed
ENSCAFG00000039806	All	Not-Expressed
ENSCAFG00000039807	All	Not-Expressed
ENSCAFG00000039808	All	Not-Expressed
ENSCAFG00000039809	All	Not-Expressed
ENSCAFG00000039812	All	Not-Expressed
ENSCAFG00000039816	All	Not-Expressed
ENSCAFG00000039817	All	Not-Expressed
ENSCAFG00000039823	All	Not-Expressed
ENSCAFG00000039831	All	Not-Expressed
ENSCAFG00000039832	All	Not-Expressed
ENSCAFG00000039836	All	Not-Expressed
ENSCAFG00000039837	All	Not-Expressed
ENSCAFG00000039854	All	Not-Expressed
ENSCAFG00000039896	All	Not-Expressed
ENSCAFG00000039898	All	Not-Expressed
ENSCAFG00000039909	All	Not-Expressed
ENSCAFG00000039913	All	Not-Expressed
ENSCAFG00000039915	All	Not-Expressed
ENSCAFG00000039925	All	Not-Expressed
ENSCAFG00000039933	All	Not-Expressed
ENSCAFG00000039935	All	Not-Expressed
ENSCAFG00000039941	All	Not-Expressed
ENSCAFG00000039949	All	Not-Expressed
ENSCAFG00000039956	All	Not-Expressed
ENSCAFG00000039961	All	Not-Expressed
ENSCAFG00000039968	All	Not-Expressed
ENSCAFG00000039995	All	Not-Expressed
ENSCAFG00000040003	All	Not-Expressed
ENSCAFG00000040004	All	Not-Expressed
ENSCAFG00000040006	All	Not-Expressed
ENSCAFG00000040014	All	Not-Expressed
ENSCAFG00000040027	All	Not-Expressed
ENSCAFG00000040028	All	Not-Expressed
ENSCAFG00000040031	All	Not-Expressed
ENSCAFG00000040035	All	Not-Expressed
ENSCAFG00000040039	All	Not-Expressed
ENSCAFG00000040040	All	Not-Expressed
ENSCAFG00000040042	All	Not-Expressed
ENSCAFG00000040046	All	Not-Expressed
ENSCAFG00000040049	All	Not-Expressed
ENSCAFG00000040070	All	Not-Expressed
ENSCAFG00000040083	All	Not-Expressed
ENSCAFG00000040089	All	Not-Expressed
ENSCAFG00000040090	All	Not-Expressed
ENSCAFG00000040103	All	Not-Expressed
ENSCAFG00000040110	All	Not-Expressed
ENSCAFG00000040124	All	Not-Expressed
ENSCAFG00000040131	All	Not-Expressed
ENSCAFG00000040158	All	Not-Expressed
ENSCAFG00000040160	All	Not-Expressed
ENSCAFG00000040165	All	Not-Expressed
ENSCAFG00000040175	All	Not-Expressed
ENSCAFG00000040179	All	Not-Expressed
ENSCAFG00000040193	All	Not-Expressed
ENSCAFG00000040196	All	Not-Expressed
ENSCAFG00000040206	All	Not-Expressed
ENSCAFG00000040228	All	Not-Expressed
ENSCAFG00000040245	All	Not-Expressed
ENSCAFG00000040276	All	Not-Expressed
ENSCAFG00000040296	All	Not-Expressed
ENSCAFG00000040302	All	Not-Expressed
ENSCAFG00000040308	All	Not-Expressed
ENSCAFG00000040311	All	Not-Expressed
ENSCAFG00000040314	All	Not-Expressed
ENSCAFG00000040353	All	Not-Expressed
ENSCAFG00000040369	All	Not-Expressed
ENSCAFG00000040396	All	Not-Expressed
ENSCAFG00000040403	All	Not-Expressed
ENSCAFG00000040413	All	Not-Expressed
ENSCAFG00000040423	All	Not-Expressed
ENSCAFG00000040428	All	Not-Expressed
ENSCAFG00000040436	All	Not-Expressed
ENSCAFG00000040445	All	Not-Expressed
ENSCAFG00000040467	All	Not-Expressed
ENSCAFG00000040468	All	Not-Expressed
ENSCAFG00000040477	All	Not-Expressed
ENSCAFG00000040479	All	Not-Expressed
ENSCAFG00000040496	All	Not-Expressed
ENSCAFG00000040499	All	Not-Expressed
ENSCAFG00000040503	All	Not-Expressed
ENSCAFG00000040504	All	Not-Expressed
ENSCAFG00000040518	All	Not-Expressed
ENSCAFG00000040519	All	Not-Expressed
ENSCAFG00000040523	All	Not-Expressed
ENSCAFG00000040530	All	Not-Expressed
ENSCAFG00000040532	All	Not-Expressed
ENSCAFG00000040536	All	Not-Expressed
ENSCAFG00000040537	All	Not-Expressed
ENSCAFG00000040539	All	Not-Expressed
ENSCAFG00000040561	All	Not-Expressed
ENSCAFG00000040566	All	Not-Expressed
ENSCAFG00000040571	All	Not-Expressed
ENSCAFG00000040572	All	Not-Expressed
ENSCAFG00000040590	All	Not-Expressed
ENSCAFG00000040608	All	Not-Expressed
ENSCAFG00000040611	All	Not-Expressed
ENSCAFG00000040612	All	Not-Expressed
ENSCAFG00000040630	All	Not-Expressed
ENSCAFG00000040632	All	Not-Expressed
ENSCAFG00000040645	All	Not-Expressed
ENSCAFG00000040648	All	Not-Expressed
ENSCAFG00000040652	All	Not-Expressed
ENSCAFG00000040655	All	Not-Expressed
ENSCAFG00000040656	All	Not-Expressed
ENSCAFG00000040670	All	Not-Expressed
ENSCAFG00000040677	All	Not-Expressed
ENSCAFG00000040684	All	Not-Expressed
ENSCAFG00000040695	All	Not-Expressed
ENSCAFG00000040696	All	Not-Expressed
ENSCAFG00000040702	All	Not-Expressed
ENSCAFG00000040706	All	Not-Expressed
ENSCAFG00000040711	All	Not-Expressed
ENSCAFG00000040714	All	Not-Expressed
ENSCAFG00000040715	All	Not-Expressed
ENSCAFG00000040730	All	Not-Expressed
ENSCAFG00000040732	All	Not-Expressed
ENSCAFG00000040741	All	Not-Expressed
ENSCAFG00000040752	All	Not-Expressed
ENSCAFG00000040757	All	Not-Expressed
ENSCAFG00000040765	All	Not-Expressed
ENSCAFG00000040775	All	Not-Expressed
ENSCAFG00000040784	All	Not-Expressed
ENSCAFG00000040786	All	Not-Expressed
ENSCAFG00000040811	All	Not-Expressed
ENSCAFG00000040816	All	Not-Expressed
ENSCAFG00000040821	All	Not-Expressed
ENSCAFG00000040827	All	Not-Expressed
ENSCAFG00000040835	All	Not-Expressed
ENSCAFG00000040840	All	Not-Expressed
ENSCAFG00000040843	All	Not-Expressed
ENSCAFG00000040853	All	Not-Expressed
ENSCAFG00000040858	All	Not-Expressed
ENSCAFG00000040867	All	Not-Expressed
ENSCAFG00000040868	All	Not-Expressed
